File:,"../Sentiment/Sentiment_train_set_3.csv"
TEXT,VALUE,PRED,CORRECT
"OMG trying to updating apps and the App Store is fucking slow ",-1,1,FAIL
"@Wo0t LOL she said u would be mortified, before magic mount. She called and they started talking ",1,1,MATCH
"GOD is so good to me!!!!!OH how I am being blessed ",1,1,MATCH
"procrastinating ",1,1,MATCH
"@deenoel great idea!  My daughter is 11 now...all she wants is her computer and her music! Oh, and her Breyer horses ",1,1,MATCH
"@mileycyruuus yes I can talk friench and in my picture this is me in france !!  Now , i'm in london and soon i'm going to L.A ",1,1,MATCH
"Headache  I hate headaches",-1,-1,MATCH
"@hugonator yeah its sexy  i want one. but... eh. prolly gonna have to wait",1,1,MATCH
"@trishalepper Do you think Ed has twitter? My heart is empty knowing he won't be there on Monday ",-1,-1,MATCH
"@iamdiddy Crank it up!!! Lol. ",1,1,MATCH
"been in bed sick all day!  time to put on my face and get ready for work! yay...........",-1,1,FAIL
"Ok twits, I must leave for the beer party thingy... enjoy the evening. I shall return later. ",1,1,MATCH
"@RAZNKN Yay.  A little jealous but see you in six days ",1,1,MATCH
"missing Mexico more than ever ",-1,-1,MATCH
"@tommcfly Thanks for coming, Chile loves you ",1,1,MATCH
"still miss my bffff!!   both of  'em!!!",-1,-1,MATCH
"@Ceirysjewellery Throwing some love to Ceirysjewellery. She just broke my100 follower barrier ",1,1,MATCH
"Is excited about my interview  but is so tired, only one more early start this week!",1,1,MATCH
"Getting readyy. Today is going to be a busy day ",1,1,MATCH
"@heaven_chik okay okay she gave me $20 - i guess thats more than just one week  - still hating though!!!",1,-1,FAIL
"@XPhile1908 &quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24",1,1,MATCH
"Bumbed out , Missed Jb webchat ",-1,1,FAIL
"@Lizloz Yeah - they seem to be leaning that way now - when they started it was much more about the positive aspects ",-1,-1,MATCH
"is worried about my doggie!! I just found a brown looking lump on her neck...her hair is gone there too!  Andrea, help!!",-1,-1,MATCH
"@cactinino lol Surprise... ",1,1,MATCH
"Ohhh! God my schedule! Morning classes is WHATEVER. ) Class starts on May 25  Too early, huh. (:",1,1,MATCH
"@loco92 haha.. should've guessed u would say that  okay i will.. it will amuse me for a bit  thanx!!!",1,1,MATCH
"dang I haven't updated in a while! I love Andre' and miss him soo soo much he's in Colorado  ugh and I'm lonely ... this sux",-1,-1,MATCH
"Just got home from Nina's house the movie was awesome!! ;).... i have school 2mmorow ewwwwwwwww ",-1,1,FAIL
"shopping.. with the family.. fuuuuun -.- and my stomac hurts ",-1,-1,MATCH
"HELLO MY TWITTER FAM!!!! WHATS UP? HOW WAS EVERYONE'S WEEKEND? HOPE EVERY ONE HAD A BLESSED ONE? ",1,1,MATCH
"@tinygrab Awesome  Keep me posted!",1,1,MATCH
"@bombjaxx what history is that? Can't be arsed googling ",1,1,MATCH
"ahh I feel so refreshed! 9.5 hours of sleep was needed ",1,-1,FAIL
"@vicky_day yeahh  i'll look into it later haha cba atm. theres like so many bands called failsafe haha myspace.com/failsafe but",1,1,MATCH
"MY DAD IS SO UNFAIR I CANT STAND IT HE CAN AFFORD TICKETS FOR SISTER 2 C MILEY CYRUS BUT CANT AFFORD TICKETS 4 WRESTLING ",-1,1,FAIL
"@FrankAdman i saw you several times, but you too popular. i'm actually on my way to the airport.  #140conf",-1,-1,MATCH
"@HipMamaB Thats so cool - I hear he's super nice ",1,1,MATCH
"@speartoons One of your most creative moments ever... ",1,1,MATCH
"Eugh  so so slllleepy �",-1,1,FAIL
"Leaving the gym ",1,1,MATCH
"My little girl is sick. Bummer that I won't see her this weekend ",-1,-1,MATCH
"Hate writing out CV's it takes ages ",-1,1,FAIL
"Packing for Allen for the week ",-1,1,FAIL
"I'm going to miss the hills ",-1,-1,MATCH
"@aflow  thank you",1,1,MATCH
"syccessfully merged gallery2 with drupal  #drupal",1,1,MATCH
"Starting new week - after weekened in Paris - another cool roadtrip ",1,1,MATCH
"@maximumswearing I'm good, just being a total klutz today. Must be because of the swarm of IT guys. I wish they'd plug everything in &amp; FO ",1,-1,FAIL
"@NatalieGrant How terrible!  Such a strong woman for standing up to her captors!",-1,1,FAIL
"@DonnieWahlberg Good Morning Donnie. Loyal soldier here... 18+ years and counting, proud to be in the DDub army. ",1,1,MATCH
"i really need to start thinking about packing, funny thing thou i don't even know where my suitcase is ",1,-1,FAIL
"http://twitpic.com/3jqma - I wish they fit  maybe I can just stuff them...A LOT.",-1,1,FAIL
"Just won a race around Paradise without a single crash, and by 12 seconds...I've missed the glory ",1,1,MATCH
"Revision ",-1,1,FAIL
"Posting on Posterous again. I wish I had never left ",1,-1,FAIL
"@lilita_yaya well but at least you got free shipping! internationals never get that so I have to wait for sales  what did you get?",-1,1,FAIL
"@P_Diamondz ::siiigh::: just work! ",-1,1,FAIL
"Thanks to all for the #followfridays ",1,1,MATCH
"@jordanknight I would vote if I had internet ",-1,1,FAIL
"I'm usually right all the time..... And when I'm wrong, I'm right for being wrong! ",1,-1,FAIL
"no bbq today  i guess a mini calippo will have to suffice",-1,-1,MATCH
"@nickybyrneoffic Lucky yo...am having two exams and a bad cold too  enjoy your lovely day ",-1,-1,MATCH
"Slow Comcast speed in the 95051 tonight it seems. 0.8MB/s on a Business Class which is supposed to be 14MB/sec  ",-1,1,FAIL
"just got back from penang and she misses penang already ",-1,1,FAIL
"@skywriting not since voldemort.  hate to admit i miss the conversations and uhmm..i miss",-1,-1,MATCH
"@Lilylauren if you bring a book, you'll get a lot of reading done while waiting for the punctuality-challenged. ",1,1,MATCH
"@hmerkle  squirt lighter fluid on that fire why dontcha.",1,1,MATCH
"Trying to get up for work, but I failed again.  now I'll be late T.T (my boss doesn't care though)",-1,-1,MATCH
"Fast service at police ",1,1,MATCH
"@doknockSC3 aww whyy??  where is ronnie,vex, &amp; all the other guyz??!",-1,1,FAIL
"@mrphildog Not sure about [eachfuzz_uk but hopefully @peachfuzz_uk will be available ;-) I should be ",1,1,MATCH
"@Nessyjayne  - Good luck ness-staaarr?. i'm TWWEEETINGG (for once)!! ",1,1,MATCH
"@TwistedHelen your writing ROCKS and i trust you o faithful author ",1,1,MATCH
"@ZeeOfficial And I thought some gals just liked my profile pic ",1,1,MATCH
"Irritated at Walmart.....Bunch of bloody idiots!  But not Terri!!!! ",1,-1,FAIL
"Another trip to the hospital tonight ",-1,1,FAIL
"My twitter was bwoken for a little. ",-1,1,FAIL
"@kunalnayyar deep water freaks me out so much ",-1,1,FAIL
"Thanks Much to @christophgold, @Affil_Ebaya, @tonpascal, @ashwanibhasin, philiplilly for tweets re: IncAnswers.com. ",1,1,MATCH
"Parade??? Where? Oh i cant go. ",-1,-1,MATCH
"@marieclr Thanks... I think it's a great club ",1,1,MATCH
"Is thinkin he needs a mirical or he is going to miss out big time ",-1,-1,MATCH
"Waited for nothing. ",-1,1,FAIL
"@ work with flu ",-1,1,FAIL
"Holla @ @UHHP ! Im the marketing coordinator ju knoooo! ",1,1,MATCH
"@SoapboxCreation Time to go shopping!! ",1,1,MATCH
"Wish my boyfriend was cuddling me to sleep.  ",-1,-1,MATCH
"@Ali_Sweeney the game wasn't a letdown.  Not at all.  It was FABULOUS!!!  Definitely TGIF!!  plans..watching Nuggets kick Lakers booty! ",1,1,MATCH
"David Archuleta n Eat Bulag r in d Treding topics ahhh i really wish i was there ",-1,-1,MATCH
"and my head is still hurting ",-1,-1,MATCH
"It's raining *sigh*  I really need a nap -___-",-1,1,FAIL
"OMG ON THE LAST CHAPTER OF BREAKING DAWN im so sad i dont want it to end  but !!!!!! OMG SO HAPPY LAST CHAPTER !",-1,-1,MATCH
"@Landfrau Afternoon! Sounds like a terrific day. Hope our weather holds out today..tomorrow more rain (which we don't need). ",1,-1,FAIL
"And at this present time I am not feeling twitterfon!..hopefully I get used to it or I'm gonna have to add a next twitter app   Y in NYC!",-1,-1,MATCH
"@thereisaseason ooh stop yawning!! Get home first! THEN yawn. ",1,1,MATCH
"@flipflops I have that song on my mp3 player *duck* ",1,1,MATCH
"Dear followers, plz tweet #bradiewebb and make it 1 on trending topics  haha",1,1,MATCH
"Happy Birthday to my best friend for the past 17 years ",1,1,MATCH
"I Still Can't believe the Attack! Attack! show was cancelled  And I have tonsilitus  (n)",-1,-1,MATCH
"Yay! Thats exciting! Its so easy once you actually learn! ",1,1,MATCH
"i wish i could sleep ",-1,-1,MATCH
"what does micheal jackson do after he eats mcdicks.... surgery!! xD gonna miss socials class.. ",-1,-1,MATCH
"i got heat rash on both feet and am now incapable of walking... damn this weather... (probably the only person in englang thinking that)  ",-1,-1,MATCH
"@KDGIRL_NKOTB was it expensive or cheap? if it was cheap....make it into a necklace... ",1,1,MATCH
"Not much work done today! It's worrying the wall we stall! I might have to work this weekend... again ",-1,-1,MATCH
"School = not fun today ",-1,1,FAIL
"is praying for good weather for the wedding...so far it's not looking good for the rehersal ",-1,1,FAIL
"@VTnicci o_o;  Why the emoness?   Don't be dumb. &lt;3 Think of all the chapters you still have to slave over? *whips* (I kid. Feel better!)",-1,1,FAIL
"Well, I'm gonna try to sleep for a while. Good night!. ",1,1,MATCH
"@ddlovato demi your the best ily god bless ",1,1,MATCH
"450er Crash  http://twitpic.com/6tm9a",-1,1,FAIL
"Never Been So HeartBroken In My Life  He Is Gone For Real And Nevr Coming Back , My Heart Is 90% Glue It Has Been Broken So Much  ilysfm",-1,1,FAIL
"@JasonBradbury weather is great but not if u work in a school kitchen, then it sucks  lol",-1,-1,MATCH
