File:,"../Sentiment/Sentiment_train_set_2.csv"
TEXT,VALUE,PRED,CORRECT
"@Anime81 (I hope I get this right) Pero, no tan bonita como tu. ",1,-1,FAIL
"Good morning. no exams today, but final english tomorrow. R&amp;R. ",1,-1,FAIL
"@newO_nyboR haha yeah me too  and why did you go home early? :o",1,-1,FAIL
"Summer has nice weather.  &lt;3",1,1,MATCH
"@itsJohno @mattGarner If only I got an EMA ",-1,-1,MATCH
"Chillin and dont know wat too do... oh well...  ",1,-1,FAIL
"It's coming  #xboxe3",1,1,MATCH
"@jonray Hook you up with lots of Twitterers always giving away FREE stuff ... just a month ago you could get lots of free laptops ... ",1,1,MATCH
"@Sunir yeah - just got to gold status.. travel might slow down a little now though... ",-1,1,FAIL
"For some reason, Adium deleted all my contacts for AIM. Now I have to go through my chat logs to find everyone again ",-1,-1,MATCH
"@freddurst i am! but she doesnt feel the same ",-1,-1,MATCH
"explosion in my bag ",-1,1,FAIL
"is   cuz stupid bus takes 25 mins to get to school",-1,1,FAIL
"@yonderboy you're forgetting that within their borders they ARE the world! ",1,1,MATCH
"I have so much love for this girl @felicia600 ",-1,1,FAIL
"@missryss HAHA I took the quiz on fb and missed the mcfly one ",-1,-1,MATCH
"@Modest_Bleeders no spam... a friend really sent it. thanx 4 the vote of confidence.. ",-1,-1,MATCH
"@kartikaastri i'm sooow damn happy cause June will come in several hours yihaaa ",1,1,MATCH
"@XChadballX i wanna come! buuuut it's too far. ",-1,-1,MATCH
"i want sun ",-1,-1,MATCH
"@LILthomasWAYNE You realllllllllly just said that didn't you? ",1,1,MATCH
"ew why am i so ugly and nasty looking?  its depressing.",-1,-1,MATCH
"Shopping...so much to get before Peru...got shoes any found a bag. Also getting stripey blu tees for France...week today ",1,-1,FAIL
"@Simpsdj  Get better soon.  Or just don't give it me.",-1,1,FAIL
"Hangover = 5 stars. ",1,1,MATCH
"@nkb shinysome ",1,1,MATCH
"watching the nanny ",1,1,MATCH
"@sez101 okay, thanks ",1,1,MATCH
"Driving to the Downy Court House to take care of a ticket  in Bellflower, CA http://loopt.us/RurDFQ.t",-1,1,FAIL
"I hate drawing backgrounds... ",-1,-1,MATCH
"@CorinneAM Oh no, Corinne. I can't believe you meant to send that tweet.  Did you follow the wrong link?",-1,-1,MATCH
"http://twitpic.com/7zpop - Baby ignoring me and using computer ",-1,1,FAIL
"ok, time to go online....9Dragons waiting for meeeee.... ",1,1,MATCH
"Molly woke me up. ",-1,1,FAIL
"Now it's starting to cool off. I hate the heat!! Anyone else still awake out there. I'm stupid tired right now ",-1,-1,MATCH
"@gregalvang More like, Gregwhorey! Blackle is my homepage too but it sucks you cant google images  COS THEY'RE STUPID.",-1,-1,MATCH
"@gimmethatcock I just made a suggestion. You agreed. ",1,-1,FAIL
"lovessss twitter ",1,1,MATCH
"bb was v gud  love charlie even more! kinda embaressing lol! freddi is annoyin!! lisas kl 2  gna stay on twitter all nite!!  woo lmao!",1,1,MATCH
"@classicsole LOL, I was on cam with it last night. My boyfriend said I look like Sho Nuff. ",-1,-1,MATCH
"why wont federer just lead trending topics already ",-1,-1,MATCH
"@BADxTHAD ",1,1,MATCH
"@JhonenV What a precious photo... makes me want to pinch your cheeks. ",1,1,MATCH
"@Princessca95 Hey there ",1,1,MATCH
"@Alyssa_Milano I'm all out of candy and pony's, how about a cyber hug and well wishes  lol take care xx",1,1,MATCH
"come back rllmuk!!! ",-1,1,FAIL
"@oohmytori may i ask whhheeerrrreee?  lol",1,-1,FAIL
"@BonesFan021 Your daughter's cute.  Hopefully Twitter will behave in a few hours..",1,1,MATCH
"Just got back from my boos  cant wait to listen to the cd he made for me ",1,1,MATCH
"Trying to write an essay on the different types of knowledge, please feel free to help me out. ",-1,1,FAIL
"i miss him too sis.. ",-1,-1,MATCH
"What a beautiful day! Isn't everything always better when the sun's out? ",1,1,MATCH
"hurry up and get it over with... thts wa i say about 2moz  x",1,-1,FAIL
"i suck at bowling now.. womp womp womp ",-1,-1,MATCH
"says someone must start bringing a Camera during our MAG team meetings  http://plurk.com/p/yu7y6",1,1,MATCH
"you so much   flight was ok thanks.  thank you so much for last night. hope all's ok and i'll ring you soon. i love you and miss you xxxx",-1,1,FAIL
"@KPappsmear coming home is sometimes the best part about leaving ",1,1,MATCH
"cant understand some of the stuff in 2nd std hindi textbook.. ",-1,1,FAIL
"@mrrickybell yours was the best answer to my QUESTION!  ricky gets a gold star lol ",1,1,MATCH
"YouTube is still down  when will it be back up?",-1,-1,MATCH
"@heyk we're starting next tuesday. overload ako this sem eh. hay. hahaha, looks like i really have to study this time. ",-1,-1,MATCH
"koupil Tweetie for Mac  a ted jde zaplatit za Things ...",1,1,MATCH
"sad news, the Powermac at our Syna -studio blew up, and it's beyond repairing! ",-1,-1,MATCH
"these vintage shoes are creepy i want them  http://bit.ly/PgpUv",1,-1,FAIL
"@sidewalk Le sigh. I really don't know already. ",-1,-1,MATCH
"@buffalorinkrat i love you tooo  thank you for everything.",1,1,MATCH
"@shawncoons AT&amp;T won't allow MMS on iPhone until later this summer.  ",-1,1,FAIL
"@DMAKron hey sexy  whats going on?",1,1,MATCH
"yah, this twittering is pretty cool..though I had someone from &quot;outside of the circle&quot; tell me, it was the ultimate stalking trend   no!!",-1,-1,MATCH
"5 more lectures to go, missing lunch with grams to study, and i'm starting to get sick. i is sadface. finals week is going to be brutal. ",-1,-1,MATCH
"christmas music reminds me of new york ",-1,1,FAIL
"@averygoodyear good morning honey.  Love you too ",1,1,MATCH
"@miss_shit Good luck on your final! ",1,1,MATCH
"I miss my wifey ",-1,-1,MATCH
"@parajulik The DDoS is doing MUCH harm right now  #Iran #iranelection",-1,1,FAIL
