File:,"../Sarcasm/Sarcasm_train_set_2.csv"
TEXT,VALUE,PRED,CORRECT
"ruth bader ginsburg says she never should've waded into colin kaepernick controversy",-1,-1,MATCH
"springer audience now just chanting 'kill! kill!'",1,1,MATCH
"trump dismisses accusers as women",1,-1,FAIL
"dozens injured after trains collide in pennsylvania",-1,-1,MATCH
"7 trends that offer a snapshot of american religion today",-1,-1,MATCH
"donald trump calls hillary clinton 'the devil'",-1,-1,MATCH
"only one president had the guts to say the state of the union is 'not good'",-1,-1,MATCH
"hostage negotiation talks stall in congress",1,-1,FAIL
"jackie chan's ancestors shamed by blooper reel",1,1,MATCH
"brad pitt scampers away from script after detecting musk of chris pine on pages",1,1,MATCH
"florida teen apologizes for racist promposal sign",-1,1,FAIL
"is ukraine fascist?",-1,-1,MATCH
"high school teaches parenting skills by having students post nonstop photos of egg to social media",1,-1,FAIL
"mike pence says disney made 'mulan' to promote women in combat",-1,-1,MATCH
"area man committed to being spicy food guy",1,1,MATCH
"defunct 4-year-old sports blog still lurking on internet",1,1,MATCH
"ex-prosecutor accused of wiretapping married cop she wanted to romance",-1,-1,MATCH
"california lawmakers approve gas tax to pay for $52 billion infrastructure plan",-1,-1,MATCH
"real-life log flume kills family",1,1,MATCH
"washington post: maine gov. paul lepage is 'completely unhinged' and should quit",-1,-1,MATCH
"the best dinner and a movie combos in la",-1,-1,MATCH
"ipod flaunted",1,1,MATCH
"instagram now warns users against wild animal selfies",-1,1,FAIL
"college junior shares his strategy for getting the most out of tinder",-1,-1,MATCH
"white house denied third mortgage",1,1,MATCH
"man at bar has incredibly complicated reason for why he enjoys rolling rock",1,1,MATCH
"brazilian 'surfer angel' considered for sainthood",-1,1,FAIL
"how this couple lost more than 40 pounds each in five months",-1,-1,MATCH
"alfonso ribeiro may be forced to leave 'dwts'",-1,1,FAIL
"stewart-hannity feud: 'sh*t just got weird'",-1,1,FAIL
"houthi official: yemen strikes by saudi arabia will set off 'wide war'",-1,1,FAIL
"elizabeth banks posts aca-amazing 'pitch perfect 2' cast photo",-1,1,FAIL
"muslim man shot near mosque in texas",-1,1,FAIL
"report: voters may have tried to influence '96 election",1,1,MATCH
"this influencer is using youtube to speak frankly about student loan debt",-1,-1,MATCH
"report: ugh, no one would care anyway",1,1,MATCH
"trans texans share emotional responses on rejection of lgbt discrimination measure",-1,1,FAIL
"these insane ping pong trick shots will get you in the groove",-1,-1,MATCH
"un chief warns trump not to ditch iran nuclear deal",-1,-1,MATCH
"tennis star forgot her massive check at u.s. open",-1,1,FAIL
"mitch mcconnell pledges to avoid debt ceiling disaster",-1,1,FAIL
"5 things to watch for in tonight's gop debate",-1,1,FAIL
"hundreds of cuban refugees clinging to air force one on flight back to u.s.",1,1,MATCH
"police catch 'nonchalant' gunman who killed 3 at colorado walmart",-1,-1,MATCH
"106 things you can do to bring about the queer revolution",-1,-1,MATCH
"u.s. justices reject challenge to protest ban on supreme court plaza",-1,1,FAIL
"the case for taking a gap year",-1,-1,MATCH
"christian slater dropped from list of names to drop",1,1,MATCH
"burmese python shocked at amount of stress man holding in his neck",1,1,MATCH
"perfect gentleman does not assault drunk woman",1,1,MATCH
"11 odd household objects that will intrigue you, then frustrate you beyond belief",-1,-1,MATCH
"kimmel, atop scorched earth, takes aim at trump over health care bill",-1,-1,MATCH
"nfl players and team owners can see 'concussion' for free",-1,-1,MATCH
"jefferson starship memorial reopens on national mall",1,1,MATCH
"banyan's breakfast smoothie",-1,1,FAIL
"voters shocked christie botched such an easy political cover-up",1,-1,FAIL
"pope francis canonizes single turkey in annual vatican tradition",1,-1,FAIL
"watch your favorite musicians perform 'the hamilton mixtape' live",-1,-1,MATCH
"entire republican national convention stunned as ann romney asks for divorce",1,1,MATCH
"widower finds pic of wife in wedding dress he never got to see her wear",-1,1,FAIL
"report: double stuf oreos could raise tolerance to stuf",1,1,MATCH
"the magic of today's new unicorn leader",-1,-1,MATCH
"title ix administrators discuss emotional demands of job",-1,1,FAIL
"man arrested after attempting to breach cockpit during flight to honolulu",-1,1,FAIL
"9 shows that make the case for watching television in august",-1,-1,MATCH
"study: majority of frontal lobe occupied by thoughts of sausage links",1,1,MATCH
"the daily szep- gop circus",-1,-1,MATCH
"fire chief grants fireman 3-day extension on difficult fire",1,1,MATCH
"#kellyonmymind: reflecting on kelly gissendaner",-1,1,FAIL
"montana dems nominate a banjo player for special election -- and he might actually win",-1,1,FAIL
"man pretty sure he slept",1,1,MATCH
"read this before you plop your v-day flowers into any old vase",-1,-1,MATCH
"3 reasons to get out of your comfort zone immediately",-1,1,FAIL
"graduates, take your time",-1,-1,MATCH
"rare shark accidentally caught by fisherman",-1,1,FAIL
