"vagina has five o'clock shadow",2
"political cartoonist not sure how to convey that large sack in senator's hand is full of money",2
"conversational lamprey slowly draining life from dinner party",2
"new united airlines policy scraps last-minute boarding for crew members",0
"haunted corn maze owner has another conversation with zombie no. 2 about not touching",2
"the christian sideshow in acts of terror",0
"paul rudd celebrates kansas city royals' win by getting showered with beer",0
"iowa resident has opinion month too late",2
"global-warming crisis makes for delightful mid-february afternoon",2
"here's why ohio state won't repeat",0
"listen to the roots' 'tomorrow' today",0
"homesick trump stays up all night on phone with automated mar-a-lago reservations line",2
"report: u.s. economy loses $20 billion annually to americans writing ideas down illegibly",2
"officials investigating hugh hefner's death suspect foreplay",2
"amtrak passengers treated to whirlwind tour of poor people's yards",2
"new 'war' enables mankind to resolve disagreements",2
"ted cruz: federal reserve is being run by philosopher kings",0
"obama explains difference between police reform and 'war on cops'",0
"could quincy jones be any cooler in this new fashion campaign?",0
"pug puppy does the most adorable thing when he spots the camera",0
"retirement savings actually fell over the past year",0
"newly unemployed woman enjoys equal pay for first time in career",2
"'mapplethorpe' documentary directors reflect on the artist and their film",0
"dog befriends roomba",2
"rise of the rest day 3: will "the rise" include everyone?",0
"increasing number of americans unable to point out map",2
"hundreds in alabama may face jail under new law for voting in gop senate runoff",0
"local places moms love",0
"u.s. urges bin laden to form nation it can attack",2
"senators wish domenici would bring dog to work more often",2
"study: home rotisseries only american technological field still advancing",2
"jared kushner excited to finally visit white house after gaining security clearance",2
"trump's talk on terror and iraq has experts worried about a coming backlash",0
"... and justice for all",0
"lgbt parenting: does every moment have to be a teaching moment?",0
"lisa kudrow, craig robinson and wyatt russell answer your wedding etiquette questions",0
"battle of wits with unwieldy burrito nears thrilling endgame",2
"today's buddha doodle - how to change your future",0
"doctors: cancer patients who watched the onion's amazon pilot daily showed signs of remission",2
"citizens to vote on young or old reagan for $15 bill",2
"this earth day, i stand for science",0
"donald trump thinks roger goodell is 'weak,' 'stupid' and a 'dope'",0
"mississippi bans soft drinks smaller than 20 ounces",2
"trump once bombarded scottish leader with 16 letters slamming a wind farm",0
"guests emerge shell-shocked from rich people's wedding",2
"in defense of matt harvey",0
"grand bahama island: this is the adventure-filled escape you've been looking for",0
"area man has some pretty shitty mob ties",2
"kids' adorable observations about the world may have been crucial to their survival",0
"nation suddenly realizes it never had to worry about john mccain dying over past 8 years if he'd become president",2
"what i never knew about motherhood",0
"puerto rico is a man-made disaster",0
"rockette says inauguration performance is 'an issue of racism and sexism'",0
"roadmap to leaving your corporate job and starting a creative business: 1 year after launch (part 6 of 6)",0
"mila kunis and kate mckinnon are the world's worst action heroes in new trailer",0
"how fear of terrorism may put you at risk of long-term disease",0
"a radical post-bernie cooperative multicultural immigrant manifesto",0
"donald trump wouldn't have had the ready cash to self-finance entire campaign ─ analysis",0
"kim jong un calls north korea sub missile launch 'greatest success'",0
"senate's proposed 2016 budget turns a deaf ear to the needs of young families",0
"93-year-old is killin' it on instagram with her modeling shots",0
"spokeswoman gives birth to spokeschild",2
"why america's public media can't do its job",0
"uninsured man hopes his symptoms diagnosed this week on house",2
"dobby the house-elf still brings generosity to the 'harry potter' universe and beyond",0
"new miami-based tuna is cuban-safe",2
"7 everyday habits for glowing, younger-looking skin",0
"in malala's hometown, a young activist advocates for girls' education",0
"new yorker article unread in brooklyn, queens, bronx, staten island",2
"more equality and dinosaurs: people share how they'd change the world",0
"man forced to reverse-engineer point in midst of meandering, absentminded rant",2
"new teen trend 'walking wet and nude' couldn't have caught on at worse time",2
"is the stereotype that 'women can't be geniuses' causing gender gaps?",0
"congress adds 'all your base are belong to us' amendment to bankruptcy bill",2
"attorney lisa bloom planned to discredit harvey weinstein's accusers: report",0
"gus van sant prepares shot-for-shot teen wolf remake",2
