File:,"../Sentiment2/Sentiment_train_set_2.csv"
TEXT,VALUE,PRED,CORRECT
"going to ld's house!  ",1,-1,FAIL
"tired of exams, tired of everything  ",-1,-1,MATCH
"jb and jp and nickhtl came up and sang on the space between. i think @samispoon would've liked it  i want my mom to come home so she can get mcdonalds for me  i am starving @amandaAUDITION awe mama was my favorite  did he get caught like eating munchkins on the job @amandaAUDITION  that is depressing. is he like gone, or does he have like another day or something? you should throw him a party @amandaAUDITION  you should ask him about his name, it is very interesting @frankiehero awe no  but i am pissed i want to lay down and he is in my spot @lithquita  but at least it's not will ",-1,-1,MATCH
"@lacietee i wish i was going, cuz i miss you.  @mmmbovice yeah me too dude. and the game frozed up.  mines in december...  going night night. maybe a chapter or two of twilight.  im grounded, so i can't go. sorry. i wuld if i culd.  howdy ya'll. im bored as hell, had a good night.  @lacietee we can go to the park if you want to...  ",-1,-1,MATCH
"Shocked with a dog's shock collar, rock band, good friends... Its good to be back  ",1,1,MATCH
"@merelymeg is gone for the week  I must keep myself busy -- found a great buy at the flea market...get ready for a 'before &amp; after' !! ",-1,-1,MATCH
"@callas28 the sun keeps shining but my inspiration towards the marketing assignments is declining   ",-1,-1,MATCH
"The random article generator on Wikipedia led me to: http://bit.ly/EMtcw which I remember playing before. I never got past the 1st level  Seriously, why do I keep buying more books? I don't even have room for them on my bookcase and it has 16 compartments  My iPod is dying a slow sloooow death  ",-1,-1,MATCH
"i dont like twittascope  and am not able to unsubscribe ",-1,-1,MATCH
"@Rooxxy I've got tonnes over here. Going to have to donate some I think!  I just can't eat any more! @CosmopolitanUK have you tried the Kschocolat Dipping Easter Eggs http://is.gd/raZl not the best though  ",-1,-1,MATCH
"trying to find money to but tshirts  ",-1,-1,MATCH
"@taylorswift13 YOur new video is awesome!!!  really i love it^^ ",1,-1,FAIL
"class test really f*cked up..shit!.....&amp;sunburn  @MartianJuddy ahhh don't remind me that we're only have one week holidays left  Messe+Kino mit Judith  going into town now   // offline. @lauraaay I know somewhere, somehow we'll be together   @MartianJuddy hahah me too  ",-1,-1,MATCH
"Mr. Han has passed.  http://bit.ly/15ORqa ",-1,-1,MATCH
"FORGET FUN FUCK FEAR  ",1,-1,FAIL
"Not forgetting @itsgem LOL xD bah off to work  ",-1,-1,MATCH
"Oh no! Shannon just had a 4 wheeler accident. She's up for the weekend to have fun and Dani was sharing her new toy.  Hope she's ok. ",-1,-1,MATCH
"Oh, don't you mind the war tonight.  I just built Duia and Nas a sofa and now I'm going to build Duia's bed.  ",-1,-1,MATCH
"I need my new phone! Grrrrr... I hate the razor...  ",-1,-1,MATCH
"Rochelle left to Disneyland yesterday at school  I think I had a heartattack when I couldn't find her at lunch. I totally had a tantrum  One more week of waking up at 7.  ",-1,-1,MATCH
"I have to study criminal law, because my exam will be on wednesday, and this week I learned nothing yet.  ",-1,-1,MATCH
"vacation is over.  school. then working from 3:30-6. i have the worst stomach ache EVER.  WTF WHY'D I EAT A POUND OF CAPSTICK? 5 more finals.  only 3, 1/2 days though which isn't so bad. @HeatherHavoc; SOUNDS GOOOD!  @angelinaxsays oh god your already graduating! i remember when you were a little junior.  now a freshman in college?! oh god!  LVATT COMES OUT IN 1 HOUR AND 12 MINUTES.  FINSHED MY SPANISH BOOK.  only took 398498 years. 8 more days til' summer. thank the lord. i think me and heather HAVE to go to new jersey, july 14th for jonas.  buying #LVATT on itunes then bed.  ",-1,-1,MATCH
"Is this true @pearljam? I'd be TERRIBLY disappointed to say the least -- as I'm sure will loads of other diehards  http://bit.ly/DiTla @jesusenrique I know! I really hope so too. It's just so not like them  @madge707 I know. I think they've won  at least for me. gotta get ready for BFD soon so time is running out for me! nooo I can't even imagine how the two journalists in N. Korea can lose 15 lbs when they're already so skinny to begin with. So sad  So bitter about Glastonbury this weekend! Ugh. @dearlenny why are u doing spain when u can do glasto?!  @ainaalano gonzo...continued from last post  @katielive105 oh I've already forgotten about that  do u P/T at TJ's in CV too? I go there at least twice a week! yeah yeah not so indie no more, but hearing the Kooks' She Moves In Her Own Way still makes me happy  Ahhh good ol' 2006 just resisted the yummy looking bread pudding at La Boulange. Yay for me!  #fb @outtatune Hubert Keller just won the first round on Top Chef Masters on Bravo  ",-1,-1,MATCH
"Summer'09, you're gonna be my bitch  ",1,1,MATCH
