File:,"../Sentiment2/Sentiment_train_set_4.csv"
TEXT,VALUE,PRED,CORRECT
"Spoke too soon    looks like we're staying in lol... ",-1,-1,MATCH
"@lilyroseallen what a jerk !... still remember u on an itw on TV, about trying to keep ur eyes wide open every time u go out somewhere  xx @JustJackmusic can't wait to see you in Paris again, hopefully by the end of the month, just before the long-awaited album to come out  @vitaamine yes, I know... and I like it  (bon courage pour demain) xx ",1,-1,FAIL
"yesterday turned out better than i thought , i need 2 go 2 the pub with teenagers more often  &amp; no i didnt shag any of em ! ",1,-1,FAIL
"-- dv_phillips: Damn I'm old   LOL ",-1,-1,MATCH
"just starting my day.. I slept like hell!!  last night in KY  @_AlexaJordan poor lil muffin!!! Thats not cool baby!!  Some canolli help? ",-1,-1,MATCH
"Dani poo is acting all girlie!!!!    ",1,-1,FAIL
"@MarleeMatlin I don't have dental coverage, i am on medical/medicare but no dental, my parents pay for me so i can go to the same dentsit  #sfgiants are in a #raindelay  @moonfrye I'm having my caffeine now woke up with a screaming headache!  okay i am still here  not ready to climb into bed, youtube is also addicting! #FollowFriday..she is awesome and funny, etc etc, but she can kick some butt if you mess with her!  @kirstiealley @CarlaCh  LMAO I forgot my dad was outside working on something didn't see him when i peeked out to window to hear what the noise was @kirstiealley I've always thought Robert Downey Jr was hot sober or not  @babblingbrookie I didn't know today was your birthday happy birthday, it's my sister's boyfriends birthday too!  yes i know i'm not in baltimore but thought it was a happy upbeat morning song!  ♫ http://blip.fm/~7k1h9 @MarleeMatlin hey i went to #target today too!!  As a matter of fact I did go from Lily Allen to James Taylor, my music taste is as wacky as me and I'm proud of it!  ",-1,-1,MATCH
"@IrishMel21 what were they doing, i saw who they picked..and she loves jon? what's new, pussycat?  i am having router probs now  talk soon @kaley116 lol love it. i need to redo a part of my rez, wondered if you were in tom early? i should just figure out stuff for myself.  ha @drinkmoxie lol why would @nerdist rip on me?  haha, nah, i'm braindead today, no questions tonight for me. ill try 2 listen...have fun! @jimmyfallon ooohhh I LOVE HORSES!!  are you excited? i would be... @nerdist nice! watching ahora  i like your safari shirt @nerdist pps and i've decided i'm just pretending you're my follower ;) i won't bother anymore re: that topic.  ",-1,-1,MATCH
"Had a pretty good birthday!  i'm celebrating it this week. Hit me up if you'd like to join mehh(: ",1,-1,FAIL
"agh its not that sunny today  the one day i want to go out sunbathing not impressed lol oi oi everyone  hope your all good and having a fab day, i think i need more Tweet followers haha so get your mates adding me please  went horse riding today on my horse Barney  took him for a swim in the lake as the whether is so hot  he loved it bless him ",-1,-1,MATCH
"One dream was full of kisses and hugs and being close to someone far away. This last one was not.  ",-1,-1,MATCH
